StudentID,AttendancePercentage,AverageScore,FeeStatus,LMS_Logins_Per_Week,MidtermGrade,ScholarshipHolder,Target,Email,Phone,ReportingPeriod
SID_2024067,100,97.13,Paid,8,86.07,0,Graduate,charleswilkerson@example.org,(513)893-6058x15667,4
SID_2024068,93,79.61,Paid,13,80.67,0,Graduate,catherine07@example.org,001-486-271-9063,1
SID_2024068,96,82.49,Paid,13,80.67,0,Graduate,catherine07@example.org,001-486-271-9063,2
SID_2024068,95,87.16,Paid,13,80.67,0,Graduate,catherine07@example.org,001-486-271-9063,3
SID_2024068,96,86.9,Paid,13,80.67,0,Graduate,catherine07@example.org,001-486-271-9063,4
SID_2024069,69,85.85,Paid,7,67.2,0,Enrolled,daughertybrent@example.com,001-564-651-4050x039,1
SID_2024069,72,81.15,Paid,7,67.2,0,Enrolled,daughertybrent@example.com,001-564-651-4050x039,2
SID_2024069,75,80.99,Paid,7,67.2,0,Enrolled,daughertybrent@example.com,001-564-651-4050x039,3
SID_2024069,75,83.96,Paid,7,67.2,0,Enrolled,daughertybrent@example.com,001-564-651-4050x039,4
SID_2024070,90,81.79,Paid,5,78.91,0,Enrolled,xjoseph@example.org,776.952.5356x7398,1
SID_2024070,96,84.06,Paid,5,78.91,0,Enrolled,xjoseph@example.org,776.952.5356x7398,2
SID_2024070,96,85.98,Paid,5,78.91,0,Enrolled,xjoseph@example.org,776.952.5356x7398,3
SID_2024070,92,85.19,Paid,5,78.91,0,Enrolled,xjoseph@example.org,776.952.5356x7398,4
SID_2024071,100,79.74,Paid,14,85.36,0,Graduate,casey12@example.com,582-267-8570x4096,1
SID_2024071,100,84.35,Paid,14,85.36,0,Graduate,casey12@example.com,582-267-8570x4096,2
SID_2024071,100,86.39,Paid,14,85.36,0,Graduate,casey12@example.com,582-267-8570x4096,3
SID_2024071,100,93.02,Paid,14,85.36,0,Graduate,casey12@example.com,582-267-8570x4096,4
SID_2024072,77,74.58,Due,5,63.69,1,Enrolled,steven39@example.net,+1-368-955-2618x0872,1
SID_2024072,72,76.26,Due,5,63.69,1,Enrolled,steven39@example.net,+1-368-955-2618x0872,2
SID_2024072,74,71.43,Due,5,63.69,1,Enrolled,steven39@example.net,+1-368-955-2618x0872,3
SID_2024072,77,70.97,Due,5,63.69,1,Enrolled,steven39@example.net,+1-368-955-2618x0872,4
SID_2024073,100,98.56,Paid,8,82.55,0,Graduate,richard14@example.net,(964)547-9183,1
SID_2024073,100,100.0,Paid,8,82.55,0,Graduate,richard14@example.net,(964)547-9183,2
SID_2024073,100,100.0,Paid,8,82.55,0,Graduate,richard14@example.net,(964)547-9183,3
SID_2024073,100,100.0,Paid,8,82.55,0,Graduate,richard14@example.net,(964)547-9183,4
SID_2024074,82,72.78,Paid,3,67.58,1,Enrolled,brownkathryn@example.org,429.461.0705x6595,1
SID_2024074,76,67.83,Paid,3,67.58,1,Enrolled,brownkathryn@example.org,429.461.0705x6595,2
SID_2024074,80,67.75,Paid,3,67.58,1,Enrolled,brownkathryn@example.org,429.461.0705x6595,3
SID_2024074,76,69.05,Paid,3,67.58,1,Enrolled,brownkathryn@example.org,429.461.0705x6595,4
SID_2024075,48,36.23,Due,0,53.19,0,Dropout,zmorton@example.org,291.737.8594x85537,1
SID_2024075,52,38.97,Due,0,53.19,0,Dropout,zmorton@example.org,291.737.8594x85537,2
SID_2024075,56,45.16,Due,0,53.19,0,Dropout,zmorton@example.org,291.737.8594x85537,3
SID_2024075,60,50.72,Due,0,53.19,0,Dropout,zmorton@example.org,291.737.8594x85537,4
SID_2024076,94,85.38,Paid,5,72.52,0,Graduate,gwashington@example.net,258-425-6743x897,1
SID_2024076,96,87.44,Paid,5,72.52,0,Graduate,gwashington@example.net,258-425-6743x897,2
SID_2024076,95,87.0,Paid,5,72.52,0,Graduate,gwashington@example.net,258-425-6743x897,3
SID_2024076,96,86.78,Paid,5,72.52,0,Graduate,gwashington@example.net,258-425-6743x897,4
SID_2024077,98,80.37,Paid,5,79.39,1,Graduate,edwardramos@example.com,266-870-0973x5457,1
SID_2024077,100,83.36,Paid,5,79.39,1,Graduate,edwardramos@example.com,266-870-0973x5457,2
SID_2024077,99,88.12,Paid,5,79.39,1,Graduate,edwardramos@example.com,266-870-0973x5457,3
SID_2024077,100,86.02,Paid,5,79.39,1,Graduate,edwardramos@example.com,266-870-0973x5457,4
SID_2024078,64,43.22,Overdue,1,47.94,1,Dropout,strujillo@example.net,380.306.2175x56282,1
SID_2024078,69,45.9,Overdue,1,47.94,1,Dropout,strujillo@example.net,380.306.2175x56282,2
SID_2024078,76,47.09,Overdue,1,47.94,1,Dropout,strujillo@example.net,380.306.2175x56282,3
SID_2024078,79,52.87,Overdue,1,47.94,1,Dropout,strujillo@example.net,380.306.2175x56282,4
SID_2024079,89,83.25,Paid,7,69.82,0,Enrolled,pschultz@example.net,001-494-398-4325x43365,1
SID_2024079,92,88.54,Paid,7,69.82,0,Enrolled,pschultz@example.net,001-494-398-4325x43365,2
SID_2024079,90,81.46,Paid,7,69.82,0,Enrolled,pschultz@example.net,001-494-398-4325x43365,3
SID_2024079,90,88.52,Paid,7,69.82,0,Enrolled,pschultz@example.net,001-494-398-4325x43365,4
SID_2024080,71,65.98,Paid,9,75.73,0,Enrolled,krogers@example.net,(715)713-1352x21405,1
SID_2024080,74,69.9,Paid,9,75.73,0,Enrolled,krogers@example.net,(715)713-1352x21405,2
SID_2024080,71,72.62,Paid,9,75.73,0,Enrolled,krogers@example.net,(715)713-1352x21405,3
SID_2024080,75,71.15,Paid,9,75.73,0,Enrolled,krogers@example.net,(715)713-1352x21405,4
SID_2024081,76,81.37,Paid,6,76.24,0,Enrolled,fwalker@example.org,977-386-5746,1
SID_2024081,75,86.2,Paid,6,76.24,0,Enrolled,fwalker@example.org,977-386-5746,2
SID_2024081,77,85.28,Paid,6,76.24,0,Enrolled,fwalker@example.org,977-386-5746,3
SID_2024081,72,80.4,Paid,6,76.24,0,Enrolled,fwalker@example.org,977-386-5746,4
SID_2024082,74,56.71,Paid,8,71.87,1,Enrolled,bgarcia@example.com,001-490-989-2259,1
SID_2024082,70,60.57,Paid,8,71.87,1,Enrolled,bgarcia@example.com,001-490-989-2259,2
SID_2024082,71,64.55,Paid,8,71.87,1,Enrolled,bgarcia@example.com,001-490-989-2259,3
SID_2024082,74,60.91,Paid,8,71.87,1,Enrolled,bgarcia@example.com,001-490-989-2259,4
SID_2024083,72,84.11,Paid,8,57.12,0,Enrolled,jchandler@example.com,+1-521-834-5389x024,1
SID_2024083,71,77.9,Paid,8,57.12,0,Enrolled,jchandler@example.com,+1-521-834-5389x024,2
SID_2024083,73,76.69,Paid,8,57.12,0,Enrolled,jchandler@example.com,+1-521-834-5389x024,3
SID_2024083,76,79.62,Paid,8,57.12,0,Enrolled,jchandler@example.com,+1-521-834-5389x024,4
SID_2024084,40,52.87,Overdue,1,50.9,0,Dropout,vfinley@example.com,001-816-819-3123x363,1
SID_2024084,47,50.34,Overdue,1,50.9,0,Dropout,vfinley@example.com,001-816-819-3123x363,2
SID_2024084,47,55.07,Overdue,1,50.9,0,Dropout,vfinley@example.com,001-816-819-3123x363,3
SID_2024084,53,58.98,Overdue,1,50.9,0,Dropout,vfinley@example.com,001-816-819-3123x363,4
SID_2024085,52,36.39,Overdue,0,47.34,0,Dropout,michael17@example.org,(392)966-4195,1
SID_2024085,61,47.48,Overdue,0,47.34,0,Dropout,michael17@example.org,(392)966-4195,2
SID_2024085,63,48.14,Overdue,0,47.34,0,Dropout,michael17@example.org,(392)966-4195,3
SID_2024085,67,53.15,Overdue,0,47.34,0,Dropout,michael17@example.org,(392)966-4195,4
SID_2024086,100,90.13,Paid,8,89.75,0,Graduate,erik71@example.com,+1-297-718-4164x96176,1
SID_2024086,100,91.03,Paid,8,89.75,0,Graduate,erik71@example.com,+1-297-718-4164x96176,2
SID_2024086,100,93.14,Paid,8,89.75,0,Graduate,erik71@example.com,+1-297-718-4164x96176,3
SID_2024086,100,96.32,Paid,8,89.75,0,Graduate,erik71@example.com,+1-297-718-4164x96176,4
SID_2024087,98,78.59,Paid,14,92.45,0,Graduate,zcuevas@example.com,+1-515-214-6095,1
SID_2024087,99,82.05,Paid,14,92.45,0,Graduate,zcuevas@example.com,+1-515-214-6095,2
SID_2024087,100,82.34,Paid,14,92.45,0,Graduate,zcuevas@example.com,+1-515-214-6095,3
SID_2024087,100,89.2,Paid,14,92.45,0,Graduate,zcuevas@example.com,+1-515-214-6095,4
SID_2024088,89,100.0,Paid,10,90.77,0,Graduate,nhanson@example.org,+1-306-273-9781x4887,1
SID_2024088,92,100.0,Paid,10,90.77,0,Graduate,nhanson@example.org,+1-306-273-9781x4887,2
SID_2024088,94,100.0,Paid,10,90.77,0,Graduate,nhanson@example.org,+1-306-273-9781x4887,3
SID_2024088,96,100.0,Paid,10,90.77,0,Graduate,nhanson@example.org,+1-306-273-9781x4887,4
SID_2024089,97,77.51,Paid,14,81.73,1,Graduate,christinahaney@example.com,672-963-8816x102,1
SID_2024089,99,81.1,Paid,14,81.73,1,Graduate,christinahaney@example.com,672-963-8816x102,2
SID_2024089,100,82.6,Paid,14,81.73,1,Graduate,christinahaney@example.com,672-963-8816x102,3
SID_2024089,100,87.79,Paid,14,81.73,1,Graduate,christinahaney@example.com,672-963-8816x102,4
SID_2024090,99,96.14,Paid,6,80.68,0,Graduate,collinssharon@example.com,(953)603-8777,1
SID_2024090,100,98.29,Paid,6,80.68,0,Graduate,collinssharon@example.com,(953)603-8777,2
SID_2024090,100,100.0,Paid,6,80.68,0,Graduate,collinssharon@example.com,(953)603-8777,3
SID_2024090,100,100.0,Paid,6,80.68,0,Graduate,collinssharon@example.com,(953)603-8777,4
SID_2024091,52,54.29,Overdue,3,55.31,1,Dropout,chelseakeller@example.com,(380)322-7664x289,1
SID_2024091,62,52.26,Overdue,3,55.31,1,Dropout,chelseakeller@example.com,(380)322-7664x289,2
SID_2024091,66,59.24,Overdue,3,55.31,1,Dropout,chelseakeller@example.com,(380)322-7664x289,3
SID_2024091,70,63.88,Overdue,3,55.31,1,Dropout,chelseakeller@example.com,(380)322-7664x289,4
SID_2024092,92,98.23,Paid,10,92.42,0,Graduate,tiffany09@example.com,321.417.2583,1
SID_2024092,95,99.6,Paid,10,92.42,0,Graduate,tiffany09@example.com,321.417.2583,2
SID_2024092,97,99.74,Paid,10,92.42,0,Graduate,tiffany09@example.com,321.417.2583,3
SID_2024092,99,100.0,Paid,10,92.42,0,Graduate,tiffany09@example.com,321.417.2583,4
SID_2024093,78,85.24,Paid,8,58.89,0,Enrolled,ybrown@example.com,682.944.8437,1
SID_2024093,79,86.57,Paid,8,58.89,0,Enrolled,ybrown@example.com,682.944.8437,2
SID_2024093,82,83.34,Paid,8,58.89,0,Enrolled,ybrown@example.com,682.944.8437,3
SID_2024093,78,86.81,Paid,8,58.89,0,Enrolled,ybrown@example.com,682.944.8437,4
SID_2024094,53,30.0,Overdue,1,29.22,1,Dropout,taylorjames@example.net,(226)754-1755x915,1
SID_2024094,65,30.0,Overdue,1,29.22,1,Dropout,taylorjames@example.net,(226)754-1755x915,2
SID_2024094,66,30.0,Overdue,1,29.22,1,Dropout,taylorjames@example.net,(226)754-1755x915,3
SID_2024094,71,31.87,Overdue,1,29.22,1,Dropout,taylorjames@example.net,(226)754-1755x915,4
SID_2024095,97,74.7,Paid,8,55.42,1,Enrolled,kwarren@example.org,+1-683-434-6065x2660,1
SID_2024095,97,75.64,Paid,8,55.42,1,Enrolled,kwarren@example.org,+1-683-434-6065x2660,2
SID_2024095,94,71.25,Paid,8,55.42,1,Enrolled,kwarren@example.org,+1-683-434-6065x2660,3
SID_2024095,95,71.22,Paid,8,55.42,1,Enrolled,kwarren@example.org,+1-683-434-6065x2660,4
SID_2024096,90,89.66,Paid,6,76.13,0,Graduate,matthew45@example.com,637-940-2178x64739,1
SID_2024096,92,88.94,Paid,6,76.13,0,Graduate,matthew45@example.com,637-940-2178x64739,2
SID_2024096,91,94.25,Paid,6,76.13,0,Graduate,matthew45@example.com,637-940-2178x64739,3
SID_2024096,96,90.99,Paid,6,76.13,0,Graduate,matthew45@example.com,637-940-2178x64739,4
SID_2024097,40,37.05,Overdue,0,40.37,1,Dropout,brian97@example.net,5059991496,1
SID_2024097,40,47.03,Overdue,0,40.37,1,Dropout,brian97@example.net,5059991496,2
SID_2024097,46,46.73,Overdue,0,40.37,1,Dropout,brian97@example.net,5059991496,3
SID_2024097,52,52.6,Overdue,0,40.37,1,Dropout,brian97@example.net,5059991496,4
SID_2024098,88,82.18,Paid,9,79.59,0,Graduate,michelle07@example.net,522.800.9380,1
SID_2024098,89,84.42,Paid,9,79.59,0,Graduate,michelle07@example.net,522.800.9380,2
SID_2024098,90,85.95,Paid,9,79.59,0,Graduate,michelle07@example.net,522.800.9380,3
SID_2024098,91,85.61,Paid,9,79.59,0,Graduate,michelle07@example.net,522.800.9380,4
SID_2024099,45,30.0,Overdue,4,52.79,1,Dropout,alisha62@example.org,+1-571-326-0796x4309,1
SID_2024099,44,37.65,Overdue,4,52.79,1,Dropout,alisha62@example.org,+1-571-326-0796x4309,2
SID_2024099,51,41.24,Overdue,4,52.79,1,Dropout,alisha62@example.org,+1-571-326-0796x4309,3
SID_2024099,54,43.83,Overdue,4,52.79,1,Dropout,alisha62@example.org,+1-571-326-0796x4309,4
SID_2024100,83,65.68,Paid,8,73.63,1,Enrolled,coxalex@example.org,+1-342-301-0866x5719,1
SID_2024100,85,70.5,Paid,8,73.63,1,Enrolled,coxalex@example.org,+1-342-301-0866x5719,2
SID_2024100,80,63.58,Paid,8,73.63,1,Enrolled,coxalex@example.org,+1-342-301-0866x5719,3
SID_2024100,83,62.91,Paid,8,73.63,1,Enrolled,coxalex@example.org,+1-342-301-0866x5719,4
SID_2024101,89,79.57,Paid,6,61.7,0,Enrolled,dbarnes@example.net,(554)879-7136,1
SID_2024101,92,85.08,Paid,6,61.7,0,Enrolled,dbarnes@example.net,(554)879-7136,2
SID_2024101,92,82.98,Paid,6,61.7,0,Enrolled,dbarnes@example.net,(554)879-7136,3
SID_2024101,86,81.22,Paid,6,61.7,0,Enrolled,dbarnes@example.net,(554)879-7136,4
SID_2024102,96,80.85,Paid,5,88.29,0,Graduate,birdlindsey@example.org,(716)490-8928x59814,1
SID_2024102,96,86.24,Paid,5,88.29,0,Graduate,birdlindsey@example.org,(716)490-8928x59814,2
SID_2024102,97,83.03,Paid,5,88.29,0,Graduate,birdlindsey@example.org,(716)490-8928x59814,3
SID_2024102,100,88.18,Paid,5,88.29,0,Graduate,birdlindsey@example.org,(716)490-8928x59814,4
SID_2024103,90,69.06,Paid,5,59.98,0,Enrolled,gary75@example.org,575.884.1305x3867,1
SID_2024103,93,70.44,Paid,5,59.98,0,Enrolled,gary75@example.org,575.884.1305x3867,2
SID_2024103,94,64.95,Paid,5,59.98,0,Enrolled,gary75@example.org,575.884.1305x3867,3
SID_2024103,89,65.57,Paid,5,59.98,0,Enrolled,gary75@example.org,575.884.1305x3867,4
SID_2024104,84,64.11,Paid,5,79.65,0,Enrolled,brenda15@example.org,(561)548-6962x4567,1
SID_2024104,85,67.53,Paid,5,79.65,0,Enrolled,brenda15@example.org,(561)548-6962x4567,2
SID_2024104,79,64.56,Paid,5,79.65,0,Enrolled,brenda15@example.org,(561)548-6962x4567,3
SID_2024104,81,62.51,Paid,5,79.65,0,Enrolled,brenda15@example.org,(561)548-6962x4567,4
SID_2024105,87,88.87,Paid,9,92.1,1,Graduate,ronald06@example.net,926.306.8724x15282,1
SID_2024105,87,89.55,Paid,9,92.1,1,Graduate,ronald06@example.net,926.306.8724x15282,2
SID_2024105,88,95.55,Paid,9,92.1,1,Graduate,ronald06@example.net,926.306.8724x15282,3
SID_2024105,89,91.81,Paid,9,92.1,1,Graduate,ronald06@example.net,926.306.8724x15282,4
SID_2024106,84,81.78,Paid,6,71.33,0,Enrolled,xwagner@example.com,+1-396-564-7657x7236,1
SID_2024106,88,89.09,Paid,6,71.33,0,Enrolled,xwagner@example.com,+1-396-564-7657x7236,2
SID_2024106,82,89.42,Paid,6,71.33,0,Enrolled,xwagner@example.com,+1-396-564-7657x7236,3
SID_2024106,83,83.61,Paid,6,71.33,0,Enrolled,xwagner@example.com,+1-396-564-7657x7236,4
SID_2024107,77,84.43,Paid,7,64.08,1,Enrolled,owenbrad@example.net,001-369-254-7611,1
SID_2024107,75,78.34,Paid,7,64.08,1,Enrolled,owenbrad@example.net,001-369-254-7611,2
SID_2024107,75,79.15,Paid,7,64.08,1,Enrolled,owenbrad@example.net,001-369-254-7611,3
SID_2024107,79,76.84,Paid,7,64.08,1,Enrolled,owenbrad@example.net,001-369-254-7611,4
SID_2024108,93,62.5,Due,7,68.8,0,Enrolled,ericnewman@example.org,001-535-467-6530x7917,1
SID_2024108,95,57.98,Due,7,68.8,0,Enrolled,ericnewman@example.org,001-535-467-6530x7917,2
SID_2024108,93,57.79,Due,7,68.8,0,Enrolled,ericnewman@example.org,001-535-467-6530x7917,3
SID_2024108,94,59.22,Due,7,68.8,0,Enrolled,ericnewman@example.org,001-535-467-6530x7917,4
SID_2024109,80,85.87,Paid,5,64.23,0,Enrolled,oprice@example.com,665-377-8020x696,1
SID_2024109,82,81.91,Paid,5,64.23,0,Enrolled,oprice@example.com,665-377-8020x696,2
SID_2024109,79,83.73,Paid,5,64.23,0,Enrolled,oprice@example.com,665-377-8020x696,3
SID_2024109,80,89.06,Paid,5,64.23,0,Enrolled,oprice@example.com,665-377-8020x696,4
SID_2024110,40,53.13,Overdue,4,42.72,0,Dropout,ericgarrett@example.org,001-619-558-7493x9013,1
SID_2024110,42,54.49,Overdue,4,42.72,0,Dropout,ericgarrett@example.org,001-619-558-7493x9013,2
SID_2024110,48,55.78,Overdue,4,42.72,0,Dropout,ericgarrett@example.org,001-619-558-7493x9013,3
SID_2024110,54,59.76,Overdue,4,42.72,0,Dropout,ericgarrett@example.org,001-619-558-7493x9013,4
SID_2024111,91,68.7,Paid,6,58.58,0,Enrolled,jmedina@example.org,383-482-7690x7483,1
SID_2024111,88,72.5,Paid,6,58.58,0,Enrolled,jmedina@example.org,383-482-7690x7483,2
SID_2024111,87,73.87,Paid,6,58.58,0,Enrolled,jmedina@example.org,383-482-7690x7483,3
SID_2024111,91,75.43,Paid,6,58.58,0,Enrolled,jmedina@example.org,383-482-7690x7483,4
SID_2024112,85,76.41,Paid,5,72.4,1,Enrolled,elliottrandy@example.net,(488)215-6434,1
SID_2024112,83,73.74,Paid,5,72.4,1,Enrolled,elliottrandy@example.net,(488)215-6434,2
SID_2024112,84,80.42,Paid,5,72.4,1,Enrolled,elliottrandy@example.net,(488)215-6434,3
SID_2024112,87,79.6,Paid,5,72.4,1,Enrolled,elliottrandy@example.net,(488)215-6434,4
SID_2024113,92,93.18,Paid,11,70.22,0,Graduate,jeffrey00@example.org,001-644-949-4980x950,1
SID_2024113,93,99.06,Paid,11,70.22,0,Graduate,jeffrey00@example.org,001-644-949-4980x950,2
SID_2024113,94,95.14,Paid,11,70.22,0,Graduate,jeffrey00@example.org,001-644-949-4980x950,3
SID_2024113,95,97.29,Paid,11,70.22,0,Graduate,jeffrey00@example.org,001-644-949-4980x950,4
SID_2024114,98,97.05,Paid,14,81.43,0,Graduate,rodgerswesley@example.net,(863)737-7814,1
SID_2024114,98,97.41,Paid,14,81.43,0,Graduate,rodgerswesley@example.net,(863)737-7814,2
SID_2024114,99,100.0,Paid,14,81.43,0,Graduate,rodgerswesley@example.net,(863)737-7814,3
SID_2024114,100,100.0,Paid,14,81.43,0,Graduate,rodgerswesley@example.net,(863)737-7814,4
SID_2024115,90,75.58,Paid,9,73.16,1,Enrolled,nicolewilliams@example.org,(742)331-9764x1980,1
SID_2024115,86,77.69,Paid,9,73.16,1,Enrolled,nicolewilliams@example.org,(742)331-9764x1980,2
SID_2024115,88,75.77,Paid,9,73.16,1,Enrolled,nicolewilliams@example.org,(742)331-9764x1980,3
SID_2024115,88,79.58,Paid,9,73.16,1,Enrolled,nicolewilliams@example.org,(742)331-9764x1980,4
SID_2024116,92,85.17,Paid,10,91.37,0,Graduate,manuel21@example.net,(706)814-4003,1
SID_2024116,93,88.63,Paid,10,91.37,0,Graduate,manuel21@example.net,(706)814-4003,2
SID_2024116,97,92.13,Paid,10,91.37,0,Graduate,manuel21@example.net,(706)814-4003,3
SID_2024116,99,96.74,Paid,10,91.37,0,Graduate,manuel21@example.net,(706)814-4003,4
SID_2024117,73,86.71,Paid,3,77.28,0,Enrolled,whiteheadkathy@example.org,299-955-0323x527,1
SID_2024117,69,80.71,Paid,3,77.28,0,Enrolled,whiteheadkathy@example.org,299-955-0323x527,2
SID_2024117,72,79.01,Paid,3,77.28,0,Enrolled,whiteheadkathy@example.org,299-955-0323x527,3
SID_2024117,68,82.49,Paid,3,77.28,0,Enrolled,whiteheadkathy@example.org,299-955-0323x527,4
SID_2024118,90,81.72,Paid,10,75.75,0,Graduate,lgriffin@example.org,+1-865-554-2525x6485,1
SID_2024118,90,85.1,Paid,10,75.75,0,Graduate,lgriffin@example.org,+1-865-554-2525x6485,2
SID_2024118,94,83.33,Paid,10,75.75,0,Graduate,lgriffin@example.org,+1-865-554-2525x6485,3
SID_2024118,92,94.67,Paid,10,75.75,0,Graduate,lgriffin@example.org,+1-865-554-2525x6485,4
SID_2024119,90,95.46,Paid,10,83.05,0,Graduate,mariagolden@example.net,(983)877-2409x26171,1
SID_2024119,91,95.87,Paid,10,83.05,0,Graduate,mariagolden@example.net,(983)877-2409x26171,2
SID_2024119,92,100.0,Paid,10,83.05,0,Graduate,mariagolden@example.net,(983)877-2409x26171,3
SID_2024119,93,100.0,Paid,10,83.05,0,Graduate,mariagolden@example.net,(983)877-2409x26171,4
SID_2024120,48,30.0,Overdue,4,37.63,0,Dropout,monicasmith@example.com,+1-215-458-6350x96845,1
SID_2024120,51,34.55,Overdue,4,37.63,0,Dropout,monicasmith@example.com,+1-215-458-6350x96845,2
SID_2024120,59,36.22,Overdue,4,37.63,0,Dropout,monicasmith@example.com,+1-215-458-6350x96845,3
SID_2024120,63,38.85,Overdue,4,37.63,0,Dropout,monicasmith@example.com,+1-215-458-6350x96845,4
SID_2024121,70,78.62,Paid,7,70.22,1,Enrolled,tracy57@example.org,594.620.8741x945,1
SID_2024121,73,77.85,Paid,7,70.22,1,Enrolled,tracy57@example.org,594.620.8741x945,2
SID_2024121,72,82.05,Paid,7,70.22,1,Enrolled,tracy57@example.org,594.620.8741x945,3
SID_2024121,74,76.96,Paid,7,70.22,1,Enrolled,tracy57@example.org,594.620.8741x945,4
SID_2024122,70,65.83,Paid,7,58.69,0,Enrolled,umoore@example.org,(508)405-0229x10208,1
SID_2024122,69,59.23,Paid,7,58.69,0,Enrolled,umoore@example.org,(508)405-0229x10208,2
SID_2024122,73,65.56,Paid,7,58.69,0,Enrolled,umoore@example.org,(508)405-0229x10208,3
SID_2024122,68,62.08,Paid,7,58.69,0,Enrolled,umoore@example.org,(508)405-0229x10208,4
SID_2024123,75,73.26,Paid,8,66.9,1,Enrolled,gregorybush@example.net,+1-898-547-3504x8388,1
SID_2024123,76,76.08,Paid,8,66.9,1,Enrolled,gregorybush@example.net,+1-898-547-3504x8388,2
SID_2024123,77,72.5,Paid,8,66.9,1,Enrolled,gregorybush@example.net,+1-898-547-3504x8388,3
SID_2024123,72,75.7,Paid,8,66.9,1,Enrolled,gregorybush@example.net,+1-898-547-3504x8388,4
SID_2024124,87,92.98,Paid,12,91.35,0,Graduate,pamelarivera@example.com,424-435-5505,1
SID_2024124,88,95.59,Paid,12,91.35,0,Graduate,pamelarivera@example.com,424-435-5505,2
SID_2024124,89,95.78,Paid,12,91.35,0,Graduate,pamelarivera@example.com,424-435-5505,3
SID_2024124,90,100.0,Paid,12,91.35,0,Graduate,pamelarivera@example.com,424-435-5505,4
SID_2024125,45,34.03,Overdue,2,58.33,1,Dropout,richardjohnson@example.org,830.497.1435x584,1
SID_2024125,55,42.69,Overdue,2,58.33,1,Dropout,richardjohnson@example.org,830.497.1435x584,2
SID_2024125,59,46.98,Overdue,2,58.33,1,Dropout,richardjohnson@example.org,830.497.1435x584,3
SID_2024125,63,49.93,Overdue,2,58.33,1,Dropout,richardjohnson@example.org,830.497.1435x584,4
SID_2024126,98,83.59,Paid,10,89.82,0,Graduate,theresaestrada@example.com,943.267.9364x33057,1
SID_2024126,100,88.9,Paid,10,89.82,0,Graduate,theresaestrada@example.com,943.267.9364x33057,2
SID_2024126,100,89.37,Paid,10,89.82,0,Graduate,theresaestrada@example.com,943.267.9364x33057,3
SID_2024126,100,87.67,Paid,10,89.82,0,Graduate,theresaestrada@example.com,943.267.9364x33057,4
SID_2024127,80,70.79,Paid,3,75.83,0,Enrolled,robert66@example.com,356-928-0327,1
SID_2024127,78,70.6,Paid,3,75.83,0,Enrolled,robert66@example.com,356-928-0327,2
SID_2024127,81,71.1,Paid,3,75.83,0,Enrolled,robert66@example.com,356-928-0327,3
SID_2024127,79,70.15,Paid,3,75.83,0,Enrolled,robert66@example.com,356-928-0327,4
SID_2024128,97,79.86,Paid,12,78.59,0,Graduate,thomas16@example.net,473-762-3293x8699,1
SID_2024128,100,78.17,Paid,12,78.59,0,Graduate,thomas16@example.net,473-762-3293x8699,2
SID_2024128,99,83.2,Paid,12,78.59,0,Graduate,thomas16@example.net,473-762-3293x8699,3
SID_2024128,100,87.71,Paid,12,78.59,0,Graduate,thomas16@example.net,473-762-3293x8699,4
SID_2024129,75,72.53,Paid,9,71.13,1,Enrolled,brownsusan@example.org,472-650-4443x4947,1
SID_2024129,72,76.76,Paid,9,71.13,1,Enrolled,brownsusan@example.org,472-650-4443x4947,2
SID_2024129,71,70.52,Paid,9,71.13,1,Enrolled,brownsusan@example.org,472-650-4443x4947,3
SID_2024129,75,72.22,Paid,9,71.13,1,Enrolled,brownsusan@example.org,472-650-4443x4947,4
SID_2024130,80,74.0,Due,9,72.26,0,Enrolled,jessica98@example.net,001-337-557-2431x599,1
SID_2024130,77,72.28,Due,9,72.26,0,Enrolled,jessica98@example.net,001-337-557-2431x599,2
SID_2024130,78,69.46,Due,9,72.26,0,Enrolled,jessica98@example.net,001-337-557-2431x599,3
SID_2024130,77,69.07,Due,9,72.26,0,Enrolled,jessica98@example.net,001-337-557-2431x599,4
SID_2024131,81,68.55,Paid,8,77.82,0,Enrolled,jessicastanton@example.com,926.878.2852x787,1
SID_2024131,86,67.9,Paid,8,77.82,0,Enrolled,jessicastanton@example.com,926.878.2852x787,2
SID_2024131,82,64.84,Paid,8,77.82,0,Enrolled,jessicastanton@example.com,926.878.2852x787,3
SID_2024131,84,69.85,Paid,8,77.82,0,Enrolled,jessicastanton@example.com,926.878.2852x787,4
SID_2024132,44,30.0,Overdue,0,39.61,1,Dropout,petergutierrez@example.net,539.990.9488x2990,1
SID_2024132,53,30.0,Overdue,0,39.61,1,Dropout,petergutierrez@example.net,539.990.9488x2990,2
SID_2024132,53,30.0,Overdue,0,39.61,1,Dropout,petergutierrez@example.net,539.990.9488x2990,3
SID_2024132,59,32.97,Overdue,0,39.61,1,Dropout,petergutierrez@example.net,539.990.9488x2990,4
SID_2024133,40,30.0,Overdue,0,42.36,1,Dropout,youngstephanie@example.org,(842)574-4536x5873,1
SID_2024133,43,30.0,Overdue,0,42.36,1,Dropout,youngstephanie@example.org,(842)574-4536x5873,2
SID_2024133,44,30.0,Overdue,0,42.36,1,Dropout,youngstephanie@example.org,(842)574-4536x5873,3
SID_2024133,49,34.81,Overdue,0,42.36,1,Dropout,youngstephanie@example.org,(842)574-4536x5873,4
SID_2024134,76,64.12,Paid,5,66.7,1,Enrolled,mooremark@example.net,(457)699-5127,1
