StudentID,AttendancePercentage,AverageScore,FeeStatus,LMS_Logins_Per_Week,MidtermGrade,ScholarshipHolder,Target,Name,Email,Phone,Branch,Year,FinancialStressScore,HealthImpact,CareerConfidenceScore,ReportingPeriod
SID_2024049,75,78.63,Due,9,61.37,0,Enrolled,Shivansh Lall,shivansh15@college.edu,5743564355,Civil,1,4,No,5,2
SID_2024049,79,85.69,Due,9,61.37,0,Enrolled,Shivansh Lall,shivansh15@college.edu,5743564355,Civil,1,4,No,5,3
SID_2024049,83,83.17,Due,9,61.37,0,Enrolled,Shivansh Lall,shivansh15@college.edu,5743564355,Civil,1,4,No,5,4
SID_2024050,59,62.37,Overdue,2,40.64,0,Dropout,Shivani Atwal,shivani96@college.edu,7708017514,Computer Science,3,4,Yes,3,1
SID_2024050,67,61.62,Overdue,2,40.64,0,Dropout,Shivani Atwal,shivani96@college.edu,7708017514,Computer Science,3,4,Yes,3,2
SID_2024050,55,55.73,Overdue,2,40.64,0,Dropout,Shivani Atwal,shivani96@college.edu,7708017514,Computer Science,3,4,Yes,3,3
SID_2024050,59,55.79,Overdue,2,40.64,0,Dropout,Shivani Atwal,shivani96@college.edu,7708017514,Computer Science,3,4,Yes,3,4
SID_2024051,65,71.4,Paid,5,64.2,0,Enrolled,Gayathri Balay,gayathri66@college.edu,+913502764128,Computer Science,1,3,No,3,1
SID_2024051,82,59.79,Paid,5,64.2,0,Enrolled,Gayathri Balay,gayathri66@college.edu,+913502764128,Computer Science,1,3,No,3,2
SID_2024051,73,64.05,Paid,5,64.2,0,Enrolled,Gayathri Balay,gayathri66@college.edu,+913502764128,Computer Science,1,3,No,3,3
SID_2024051,74,63.7,Paid,5,64.2,0,Enrolled,Gayathri Balay,gayathri66@college.edu,+913502764128,Computer Science,1,3,No,3,4
SID_2024052,70,77.96,Due,5,57.77,0,Enrolled,Ekapad Malhotra,ekapad68@college.edu,+911068479447,Electrical,1,1,Yes,5,1
SID_2024052,62,67.7,Due,5,57.77,0,Enrolled,Ekapad Malhotra,ekapad68@college.edu,+911068479447,Electrical,1,1,Yes,5,2
SID_2024052,73,71.5,Due,5,57.77,0,Enrolled,Ekapad Malhotra,ekapad68@college.edu,+911068479447,Electrical,1,1,Yes,5,3
SID_2024052,70,70.28,Due,5,57.77,0,Enrolled,Ekapad Malhotra,ekapad68@college.edu,+911068479447,Electrical,1,1,Yes,5,4
SID_2024053,40,43.56,Due,1,30.08,0,Dropout,Chavvi Vaidya,chavvi70@college.edu,+912460824977,Computer Science,2,3,Yes,3,1
SID_2024053,57,51.91,Due,1,30.08,0,Dropout,Chavvi Vaidya,chavvi70@college.edu,+912460824977,Computer Science,2,3,Yes,3,2
SID_2024053,49,50.7,Due,1,30.08,0,Dropout,Chavvi Vaidya,chavvi70@college.edu,+912460824977,Computer Science,2,3,Yes,3,3
SID_2024053,51,50.2,Due,1,30.08,0,Dropout,Chavvi Vaidya,chavvi70@college.edu,+912460824977,Computer Science,2,3,Yes,3,4
SID_2024054,78,70.02,Paid,5,57.01,1,Enrolled,Jack Apte,jack51@college.edu,+911724516258,Mechanical,1,1,Yes,4,1
SID_2024054,83,72.44,Paid,5,57.01,1,Enrolled,Jack Apte,jack51@college.edu,+911724516258,Mechanical,1,1,Yes,4,2
SID_2024054,97,74.67,Paid,5,57.01,1,Enrolled,Jack Apte,jack51@college.edu,+911724516258,Mechanical,1,1,Yes,4,3
SID_2024054,93,73.26,Paid,5,57.01,1,Enrolled,Jack Apte,jack51@college.edu,+911724516258,Mechanical,1,1,Yes,4,4
SID_2024055,91,68.88,Paid,3,56.16,1,Enrolled,Nilima Barad,nilima84@college.edu,0945820865,Electrical,1,3,No,3,1
SID_2024055,94,60.68,Paid,3,56.16,1,Enrolled,Nilima Barad,nilima84@college.edu,0945820865,Electrical,1,3,No,3,2
SID_2024055,84,66.48,Paid,3,56.16,1,Enrolled,Nilima Barad,nilima84@college.edu,0945820865,Electrical,1,3,No,3,3
SID_2024055,88,65.14,Paid,3,56.16,1,Enrolled,Nilima Barad,nilima84@college.edu,0945820865,Electrical,1,3,No,3,4
SID_2024056,81,99.41,Paid,14,77.05,1,Graduate,Owen Ravi,owen40@college.edu,06449057590,Civil,3,2,No,4,1
SID_2024056,100,89.59,Paid,14,77.05,1,Graduate,Owen Ravi,owen40@college.edu,06449057590,Civil,3,2,No,4,2
SID_2024056,94,96.41,Paid,14,77.05,1,Graduate,Owen Ravi,owen40@college.edu,06449057590,Civil,3,2,No,4,3
SID_2024056,96,93.97,Paid,14,77.05,1,Graduate,Owen Ravi,owen40@college.edu,06449057590,Civil,3,2,No,4,4
SID_2024057,77,80.23,Due,3,76.98,0,Enrolled,Yahvi Singhal,yahvi16@college.edu,6618867618,Civil,1,4,Yes,3,1
SID_2024057,83,69.71,Due,3,76.98,0,Enrolled,Yahvi Singhal,yahvi16@college.edu,6618867618,Civil,1,4,Yes,3,2
SID_2024057,77,73.86,Due,3,76.98,0,Enrolled,Yahvi Singhal,yahvi16@college.edu,6618867618,Civil,1,4,Yes,3,3
SID_2024057,77,74.83,Due,3,76.98,0,Enrolled,Yahvi Singhal,yahvi16@college.edu,6618867618,Civil,1,4,Yes,3,4
SID_2024058,101,53.69,Paid,4,70.29,1,Enrolled,Edhitha Das,edhitha77@college.edu,+916079693683,Electronics,1,1,Yes,3,1
SID_2024058,93,65.09,Paid,4,70.29,1,Enrolled,Edhitha Das,edhitha77@college.edu,+916079693683,Electronics,1,1,Yes,3,2
SID_2024058,86,63.88,Paid,4,70.29,1,Enrolled,Edhitha Das,edhitha77@college.edu,+916079693683,Electronics,1,1,Yes,3,3
SID_2024058,89,61.31,Paid,4,70.29,1,Enrolled,Edhitha Das,edhitha77@college.edu,+916079693683,Electronics,1,1,Yes,3,4
SID_2024059,89,67.49,Paid,12,89.8,0,Graduate,Patrick Bhatt,patrick29@college.edu,8313915431,Electrical,1,3,No,4,1
SID_2024059,94,81.18,Paid,12,89.8,0,Graduate,Patrick Bhatt,patrick29@college.edu,8313915431,Electrical,1,3,No,4,2
SID_2024059,93,73.41,Paid,12,89.8,0,Graduate,Patrick Bhatt,patrick29@college.edu,8313915431,Electrical,1,3,No,4,3
SID_2024059,92,76.27,Paid,12,89.8,0,Graduate,Patrick Bhatt,patrick29@college.edu,8313915431,Electrical,1,3,No,4,4
SID_2024060,97,57.7,Paid,3,64.16,0,Enrolled,Tanmayi Luthra,tanmayi39@college.edu,2606907064,Mechanical,1,1,No,3,1
SID_2024060,99,58.8,Paid,3,64.16,0,Enrolled,Tanmayi Luthra,tanmayi39@college.edu,2606907064,Mechanical,1,1,No,3,2
SID_2024060,87,64.05,Paid,3,64.16,0,Enrolled,Tanmayi Luthra,tanmayi39@college.edu,2606907064,Mechanical,1,1,No,3,3
SID_2024060,91,63.57,Paid,3,64.16,0,Enrolled,Tanmayi Luthra,tanmayi39@college.edu,2606907064,Mechanical,1,1,No,3,4
SID_2024061,104,69.41,Paid,6,60.39,0,Enrolled,Aditya Aggarwal,aditya65@college.edu,+911689350327,Electrical,2,3,Yes,4,1
SID_2024061,98,73.7,Paid,6,60.39,0,Enrolled,Aditya Aggarwal,aditya65@college.edu,+911689350327,Electrical,2,3,Yes,4,2
SID_2024061,93,66.67,Paid,6,60.39,0,Enrolled,Aditya Aggarwal,aditya65@college.edu,+911689350327,Electrical,2,3,Yes,4,3
SID_2024061,92,69.56,Paid,6,60.39,0,Enrolled,Aditya Aggarwal,aditya65@college.edu,+911689350327,Electrical,2,3,Yes,4,4
SID_2024062,75,49.82,Overdue,0,32.19,1,Dropout,Nitesh Pai,nitesh19@college.edu,+913156483685,Computer Science,1,4,Yes,2,1
SID_2024062,78,38.9,Overdue,0,32.19,1,Dropout,Nitesh Pai,nitesh19@college.edu,+913156483685,Computer Science,1,4,Yes,2,2
SID_2024062,68,44.71,Overdue,0,32.19,1,Dropout,Nitesh Pai,nitesh19@college.edu,+913156483685,Computer Science,1,4,Yes,2,3
SID_2024062,72,42.67,Overdue,0,32.19,1,Dropout,Nitesh Pai,nitesh19@college.edu,+913156483685,Computer Science,1,4,Yes,2,4
SID_2024063,72,55.39,Overdue,1,29.7,0,Dropout,Lavanya Dewan,lavanya87@college.edu,1551678370,Mechanical,4,5,Yes,2,1
SID_2024063,79,51.96,Overdue,1,29.7,0,Dropout,Lavanya Dewan,lavanya87@college.edu,1551678370,Mechanical,4,5,Yes,2,2
SID_2024063,72,54.69,Overdue,1,29.7,0,Dropout,Lavanya Dewan,lavanya87@college.edu,1551678370,Mechanical,4,5,Yes,2,3
SID_2024063,75,56.77,Overdue,1,29.7,0,Dropout,Lavanya Dewan,lavanya87@college.edu,1551678370,Mechanical,4,5,Yes,2,4
SID_2024064,103,87.02,Paid,9,91.6,1,Graduate,Darika Shah,darika76@college.edu,+915175319620,Computer Science,3,2,No,5,1
SID_2024064,87,88.65,Paid,9,91.6,1,Graduate,Darika Shah,darika76@college.edu,+915175319620,Computer Science,3,2,No,5,2
SID_2024064,95,90.78,Paid,9,91.6,1,Graduate,Darika Shah,darika76@college.edu,+915175319620,Computer Science,3,2,No,5,3
SID_2024064,97,92.29,Paid,9,91.6,1,Graduate,Darika Shah,darika76@college.edu,+915175319620,Computer Science,3,2,No,5,4
SID_2024065,91,85.66,Paid,5,58.48,1,Enrolled,Oeshi Srivastava,oeshi11@college.edu,7245573082,Computer Science,2,2,Yes,5,1
SID_2024065,89,84.4,Paid,5,58.48,1,Enrolled,Oeshi Srivastava,oeshi11@college.edu,7245573082,Computer Science,2,2,Yes,5,2
SID_2024065,81,85.07,Paid,5,58.48,1,Enrolled,Oeshi Srivastava,oeshi11@college.edu,7245573082,Computer Science,2,2,Yes,5,3
SID_2024065,85,84.67,Paid,5,58.48,1,Enrolled,Oeshi Srivastava,oeshi11@college.edu,7245573082,Computer Science,2,2,Yes,5,4
SID_2024066,78,84.86,Paid,8,81.91,0,Graduate,Adya Saha,adya13@college.edu,07314839484,Computer Science,1,2,No,4,1
SID_2024066,85,82.12,Paid,8,81.91,0,Graduate,Adya Saha,adya13@college.edu,07314839484,Computer Science,1,2,No,4,2
SID_2024066,89,87.5,Paid,8,81.91,0,Graduate,Adya Saha,adya13@college.edu,07314839484,Computer Science,1,2,No,4,3
SID_2024066,87,85.42,Paid,8,81.91,0,Graduate,Adya Saha,adya13@college.edu,07314839484,Computer Science,1,2,No,4,4
SID_2024067,106,78.61,Paid,8,86.07,0,Graduate,Nathan Devan,nathan34@college.edu,01359539720,Electrical,1,2,No,4,1
SID_2024067,87,82.63,Paid,8,86.07,0,Graduate,Nathan Devan,nathan34@college.edu,01359539720,Electrical,1,2,No,4,2
SID_2024067,96,81.15,Paid,8,86.07,0,Graduate,Nathan Devan,nathan34@college.edu,01359539720,Electrical,1,2,No,4,3
SID_2024067,97,81.85,Paid,8,86.07,0,Graduate,Nathan Devan,nathan34@college.edu,01359539720,Electrical,1,2,No,4,4
SID_2024068,101,76.46,Paid,13,80.67,0,Graduate,Wazir Chatterjee,wazir94@college.edu,6048683132,Civil,3,1,No,5,1
SID_2024068,82,77.53,Paid,13,80.67,0,Graduate,Wazir Chatterjee,wazir94@college.edu,6048683132,Civil,3,1,No,5,2
SID_2024068,90,73.83,Paid,13,80.67,0,Graduate,Wazir Chatterjee,wazir94@college.edu,6048683132,Civil,3,1,No,5,3
SID_2024068,92,75.65,Paid,13,80.67,0,Graduate,Wazir Chatterjee,wazir94@college.edu,6048683132,Civil,3,1,No,5,4
SID_2024069,72,82.48,Paid,7,67.2,0,Enrolled,Gautam Dhaliwal,gautam55@college.edu,9430238001,Computer Science,2,2,No,5,1
SID_2024069,74,83.46,Paid,7,67.2,0,Enrolled,Gautam Dhaliwal,gautam55@college.edu,9430238001,Computer Science,2,2,No,5,2
SID_2024069,73,83.02,Paid,7,67.2,0,Enrolled,Gautam Dhaliwal,gautam55@college.edu,9430238001,Computer Science,2,2,No,5,3
SID_2024069,72,82.08,Paid,7,67.2,0,Enrolled,Gautam Dhaliwal,gautam55@college.edu,9430238001,Computer Science,2,2,No,5,4
SID_2024070,93,80.89,Paid,5,78.91,0,Enrolled,Anmol Dey,anmol74@college.edu,3459744969,Electronics,3,1,No,5,1
SID_2024070,87,83.83,Paid,5,78.91,0,Enrolled,Anmol Dey,anmol74@college.edu,3459744969,Electronics,3,1,No,5,2
SID_2024070,97,81.7,Paid,5,78.91,0,Enrolled,Anmol Dey,anmol74@college.edu,3459744969,Electronics,3,1,No,5,3
SID_2024070,93,81.88,Paid,5,78.91,0,Enrolled,Anmol Dey,anmol74@college.edu,3459744969,Electronics,3,1,No,5,4
SID_2024071,90,78.9,Paid,14,85.36,0,Graduate,Yatan Guha,yatan98@college.edu,9943633293,Mechanical,4,2,No,5,1
SID_2024071,105,80.73,Paid,14,85.36,0,Graduate,Yatan Guha,yatan98@college.edu,9943633293,Mechanical,4,2,No,5,2
SID_2024071,103,78.65,Paid,14,85.36,0,Graduate,Yatan Guha,yatan98@college.edu,9943633293,Mechanical,4,2,No,5,3
SID_2024071,99,77.97,Paid,14,85.36,0,Graduate,Yatan Guha,yatan98@college.edu,9943633293,Mechanical,4,2,No,5,4
SID_2024072,68,65.53,Due,5,63.69,1,Enrolled,Jalsa Yohannan,jalsa68@college.edu,+912850498938,Civil,2,1,No,4,1
SID_2024072,82,73.77,Due,5,63.69,1,Enrolled,Jalsa Yohannan,jalsa68@college.edu,+912850498938,Civil,2,1,No,4,2
SID_2024072,70,73.5,Due,5,63.69,1,Enrolled,Jalsa Yohannan,jalsa68@college.edu,+912850498938,Civil,2,1,No,4,3
SID_2024072,74,73.18,Due,5,63.69,1,Enrolled,Jalsa Yohannan,jalsa68@college.edu,+912850498938,Civil,2,1,No,4,4
SID_2024073,108,88.54,Paid,8,82.55,0,Graduate,Bhavini Jain,bhavini86@college.edu,0933889106,Electronics,4,3,No,4,1
SID_2024073,97,93.06,Paid,8,82.55,0,Graduate,Bhavini Jain,bhavini86@college.edu,0933889106,Electronics,4,3,No,4,2
SID_2024073,97,93.99,Paid,8,82.55,0,Graduate,Bhavini Jain,bhavini86@college.edu,0933889106,Electronics,4,3,No,4,3
SID_2024073,99,95.77,Paid,8,82.55,0,Graduate,Bhavini Jain,bhavini86@college.edu,0933889106,Electronics,4,3,No,4,4
SID_2024074,67,73.32,Paid,3,67.58,1,Enrolled,Kiaan Mitter,kiaan39@college.edu,05847555228,Mechanical,4,3,Yes,3,1
SID_2024074,71,71.41,Paid,3,67.58,1,Enrolled,Kiaan Mitter,kiaan39@college.edu,05847555228,Mechanical,4,3,Yes,3,2
SID_2024074,83,69.95,Paid,3,67.58,1,Enrolled,Kiaan Mitter,kiaan39@college.edu,05847555228,Mechanical,4,3,Yes,3,3
SID_2024074,79,70.81,Paid,3,67.58,1,Enrolled,Kiaan Mitter,kiaan39@college.edu,05847555228,Mechanical,4,3,Yes,3,4
SID_2024075,60,59.37,Due,0,53.19,0,Dropout,Wridesh Sem,wridesh18@college.edu,6696172880,Mechanical,1,4,No,2,1
SID_2024075,64,55.25,Due,0,53.19,0,Dropout,Wridesh Sem,wridesh18@college.edu,6696172880,Mechanical,1,4,No,2,2
SID_2024075,64,49.12,Due,0,53.19,0,Dropout,Wridesh Sem,wridesh18@college.edu,6696172880,Mechanical,1,4,No,2,3
SID_2024075,60,50.72,Due,0,53.19,0,Dropout,Wridesh Sem,wridesh18@college.edu,6696172880,Mechanical,1,4,No,2,4
SID_2024076,89,78.63,Paid,5,72.52,0,Graduate,Maanav Borra,maanav14@college.edu,+911389515872,Civil,1,2,No,4,1
SID_2024076,98,77.18,Paid,5,72.52,0,Graduate,Maanav Borra,maanav14@college.edu,+911389515872,Civil,1,2,No,4,2
SID_2024076,93,83.96,Paid,5,72.52,0,Graduate,Maanav Borra,maanav14@college.edu,+911389515872,Civil,1,2,No,4,3
SID_2024076,92,81.69,Paid,5,72.52,0,Graduate,Maanav Borra,maanav14@college.edu,+911389515872,Civil,1,2,No,4,4
SID_2024077,108,85.89,Paid,5,79.39,1,Graduate,Zaid More,zaid26@college.edu,+916472866558,Electronics,1,1,Yes,5,1
SID_2024077,100,80.35,Paid,5,79.39,1,Graduate,Zaid More,zaid26@college.edu,+916472866558,Electronics,1,1,Yes,5,2
SID_2024077,97,77.72,Paid,5,79.39,1,Graduate,Zaid More,zaid26@college.edu,+916472866558,Electronics,1,1,Yes,5,3
SID_2024077,96,77.53,Paid,5,79.39,1,Graduate,Zaid More,zaid26@college.edu,+916472866558,Electronics,1,1,Yes,5,4
SID_2024078,76,49.63,Overdue,1,47.94,1,Dropout,Zayan Basu,zayan60@college.edu,9597383959,Computer Science,2,4,Yes,2,1
SID_2024078,77,52.6,Overdue,1,47.94,1,Dropout,Zayan Basu,zayan60@college.edu,9597383959,Computer Science,2,4,Yes,2,2
SID_2024078,81,53.09,Overdue,1,47.94,1,Dropout,Zayan Basu,zayan60@college.edu,9597383959,Computer Science,2,4,Yes,2,3
SID_2024078,79,52.87,Overdue,1,47.94,1,Dropout,Zayan Basu,zayan60@college.edu,9597383959,Computer Science,2,4,Yes,2,4
SID_2024079,92,88.99,Paid,7,69.82,0,Enrolled,Varenya Johal,varenya83@college.edu,+915615094441,Computer Science,1,1,Yes,4,1
SID_2024079,97,88.11,Paid,7,69.82,0,Enrolled,Varenya Johal,varenya83@college.edu,+915615094441,Computer Science,1,1,Yes,4,2
SID_2024079,85,85.06,Paid,7,69.82,0,Enrolled,Varenya Johal,varenya83@college.edu,+915615094441,Computer Science,1,1,Yes,4,3
SID_2024079,89,84.39,Paid,7,69.82,0,Enrolled,Varenya Johal,varenya83@college.edu,+915615094441,Computer Science,1,1,Yes,4,4
SID_2024080,71,62.56,Paid,9,75.73,0,Enrolled,Radha Raj,radha93@college.edu,5278288488,Mechanical,1,2,Yes,4,1
SID_2024080,82,65.23,Paid,9,75.73,0,Enrolled,Radha Raj,radha93@college.edu,5278288488,Mechanical,1,2,Yes,4,2
SID_2024080,74,70.19,Paid,9,75.73,0,Enrolled,Radha Raj,radha93@college.edu,5278288488,Mechanical,1,2,Yes,4,3
SID_2024080,74,68.42,Paid,9,75.73,0,Enrolled,Radha Raj,radha93@college.edu,5278288488,Mechanical,1,2,Yes,4,4
SID_2024081,77,82.93,Paid,6,76.24,0,Enrolled,Rishi Keer,rishi67@college.edu,+916816107856,Computer Science,1,4,No,5,1
SID_2024081,74,84.09,Paid,6,76.24,0,Enrolled,Rishi Keer,rishi67@college.edu,+916816107856,Computer Science,1,4,No,5,2
SID_2024081,69,79.33,Paid,6,76.24,0,Enrolled,Rishi Keer,rishi67@college.edu,+916816107856,Computer Science,1,4,No,5,3
SID_2024081,74,81.94,Paid,6,76.24,0,Enrolled,Rishi Keer,rishi67@college.edu,+916816107856,Computer Science,1,4,No,5,4
SID_2024082,61,59.09,Paid,8,71.87,1,Enrolled,Qadim Golla,qadim10@college.edu,+919357409378,Mechanical,4,1,No,4,1
SID_2024082,63,65.02,Paid,8,71.87,1,Enrolled,Qadim Golla,qadim10@college.edu,+919357409378,Mechanical,4,1,No,4,2
SID_2024082,75,58.12,Paid,8,71.87,1,Enrolled,Qadim Golla,qadim10@college.edu,+919357409378,Mechanical,4,1,No,4,3
SID_2024082,73,60.12,Paid,8,71.87,1,Enrolled,Qadim Golla,qadim10@college.edu,+919357409378,Mechanical,4,1,No,4,4
SID_2024083,83,85.14,Paid,8,57.12,0,Enrolled,Advaith Sule,advaith17@college.edu,7342756423,Civil,3,3,Yes,5,1
SID_2024083,72,78.24,Paid,8,57.12,0,Enrolled,Advaith Sule,advaith17@college.edu,7342756423,Civil,3,3,Yes,5,2
SID_2024083,70,81.82,Paid,8,57.12,0,Enrolled,Advaith Sule,advaith17@college.edu,7342756423,Civil,3,3,Yes,5,3
SID_2024083,74,79.31,Paid,8,57.12,0,Enrolled,Advaith Sule,advaith17@college.edu,7342756423,Civil,3,3,Yes,5,4
SID_2024084,56,65.05,Overdue,1,50.9,0,Dropout,Nicholas Dixit,nicholas24@college.edu,+915839246482,Computer Science,1,5,No,3,1
SID_2024084,53,56.01,Overdue,1,50.9,0,Dropout,Nicholas Dixit,nicholas24@college.edu,+915839246482,Computer Science,1,5,No,3,2
SID_2024084,51,59.53,Overdue,1,50.9,0,Dropout,Nicholas Dixit,nicholas24@college.edu,+915839246482,Computer Science,1,5,No,3,3
SID_2024084,53,58.98,Overdue,1,50.9,0,Dropout,Nicholas Dixit,nicholas24@college.edu,+915839246482,Computer Science,1,5,No,3,4
SID_2024085,64,45.49,Overdue,0,47.34,0,Dropout,Rishi Modi,rishi97@college.edu,7261090570,Computer Science,3,3,Yes,3,1
SID_2024085,67,55.0,Overdue,0,47.34,0,Dropout,Rishi Modi,rishi97@college.edu,7261090570,Computer Science,3,3,Yes,3,2
SID_2024085,65,53.71,Overdue,0,47.34,0,Dropout,Rishi Modi,rishi97@college.edu,7261090570,Computer Science,3,3,Yes,3,3
SID_2024085,67,53.15,Overdue,0,47.34,0,Dropout,Rishi Modi,rishi97@college.edu,7261090570,Computer Science,3,3,Yes,3,4
SID_2024086,95,95.96,Paid,8,89.75,0,Graduate,Vihaan Mittal,vihaan94@college.edu,03069550770,Mechanical,3,1,No,5,1
SID_2024086,96,83.61,Paid,8,89.75,0,Graduate,Vihaan Mittal,vihaan94@college.edu,03069550770,Mechanical,3,1,No,5,2
SID_2024086,99,85.77,Paid,8,89.75,0,Graduate,Vihaan Mittal,vihaan94@college.edu,03069550770,Mechanical,3,1,No,5,3
SID_2024086,98,88.09,Paid,8,89.75,0,Graduate,Vihaan Mittal,vihaan94@college.edu,03069550770,Mechanical,3,1,No,5,4
SID_2024087,109,71.42,Paid,14,92.45,0,Graduate,Faraj Nayak,faraj52@college.edu,6139401546,Computer Science,3,3,No,5,1
SID_2024087,93,81.93,Paid,14,92.45,0,Graduate,Faraj Nayak,faraj52@college.edu,6139401546,Computer Science,3,3,No,5,2
SID_2024087,101,76.14,Paid,14,92.45,0,Graduate,Faraj Nayak,faraj52@college.edu,6139401546,Computer Science,3,3,No,5,3
SID_2024087,97,76.87,Paid,14,92.45,0,Graduate,Faraj Nayak,faraj52@college.edu,6139401546,Computer Science,3,3,No,5,4
SID_2024088,88,89.33,Paid,10,90.77,0,Graduate,Aarnav Kant,aarnav70@college.edu,+916438092847,Electronics,1,2,No,4,1
SID_2024088,92,102.13,Paid,10,90.77,0,Graduate,Aarnav Kant,aarnav70@college.edu,+916438092847,Electronics,1,2,No,4,2
SID_2024088,92,95.97,Paid,10,90.77,0,Graduate,Aarnav Kant,aarnav70@college.edu,+916438092847,Electronics,1,2,No,4,3
SID_2024088,88,97.14,Paid,10,90.77,0,Graduate,Aarnav Kant,aarnav70@college.edu,+916438092847,Electronics,1,2,No,4,4
SID_2024089,86,82.58,Paid,14,81.73,1,Graduate,Forum Chaudhry,forum24@college.edu,07066427796,Electronics,1,3,No,5,1
SID_2024089,91,81.43,Paid,14,81.73,1,Graduate,Forum Chaudhry,forum24@college.edu,07066427796,Electronics,1,3,No,5,2
SID_2024089,94,74.07,Paid,14,81.73,1,Graduate,Forum Chaudhry,forum24@college.edu,07066427796,Electronics,1,3,No,5,3
SID_2024089,95,75.98,Paid,14,81.73,1,Graduate,Forum Chaudhry,forum24@college.edu,07066427796,Electronics,1,3,No,5,4
SID_2024090,106,93.31,Paid,6,80.68,0,Graduate,Dakshesh Mangat,dakshesh26@college.edu,5865553298,Computer Science,3,3,No,5,1
SID_2024090,89,91.71,Paid,6,80.68,0,Graduate,Dakshesh Mangat,dakshesh26@college.edu,5865553298,Computer Science,3,3,No,5,2
SID_2024090,98,95.69,Paid,6,80.68,0,Graduate,Dakshesh Mangat,dakshesh26@college.edu,5865553298,Computer Science,3,3,No,5,3
SID_2024090,97,94.66,Paid,6,80.68,0,Graduate,Dakshesh Mangat,dakshesh26@college.edu,5865553298,Computer Science,3,3,No,5,4
SID_2024091,67,66.4,Overdue,3,55.31,1,Dropout,Imaran Zachariah,imaran15@college.edu,1806914683,Computer Science,1,4,No,2,1
SID_2024091,60,59.46,Overdue,3,55.31,1,Dropout,Imaran Zachariah,imaran15@college.edu,1806914683,Computer Science,1,4,No,2,2
SID_2024091,70,61.07,Overdue,3,55.31,1,Dropout,Imaran Zachariah,imaran15@college.edu,1806914683,Computer Science,1,4,No,2,3
SID_2024091,70,63.88,Overdue,3,55.31,1,Dropout,Imaran Zachariah,imaran15@college.edu,1806914683,Computer Science,1,4,No,2,4
SID_2024092,97,98.03,Paid,10,92.42,0,Graduate,Nirja Dani,nirja17@college.edu,09274888554,Mechanical,1,1,No,5,1
SID_2024092,95,93.29,Paid,10,92.42,0,Graduate,Nirja Dani,nirja17@college.edu,09274888554,Mechanical,1,1,No,5,2
SID_2024092,93,92.25,Paid,10,92.42,0,Graduate,Nirja Dani,nirja17@college.edu,09274888554,Mechanical,1,1,No,5,3
SID_2024092,91,94.88,Paid,10,92.42,0,Graduate,Nirja Dani,nirja17@college.edu,09274888554,Mechanical,1,1,No,5,4
SID_2024093,74,89.44,Paid,8,58.89,0,Enrolled,Nidhi Gill,nidhi68@college.edu,0192464650,Civil,1,3,No,4,1
SID_2024093,78,79.96,Paid,8,58.89,0,Enrolled,Nidhi Gill,nidhi68@college.edu,0192464650,Civil,1,3,No,4,2
SID_2024093,78,81.91,Paid,8,58.89,0,Enrolled,Nidhi Gill,nidhi68@college.edu,0192464650,Civil,1,3,No,4,3
SID_2024093,80,83.26,Paid,8,58.89,0,Enrolled,Nidhi Gill,nidhi68@college.edu,0192464650,Civil,1,3,No,4,4
SID_2024094,71,33.63,Overdue,1,29.22,1,Dropout,Jagvi Pandit,jagvi94@college.edu,+917785436381,Electrical,4,3,Yes,2,1
SID_2024094,77,31.52,Overdue,1,29.22,1,Dropout,Jagvi Pandit,jagvi94@college.edu,+917785436381,Electrical,4,3,Yes,2,2
SID_2024094,75,33.88,Overdue,1,29.22,1,Dropout,Jagvi Pandit,jagvi94@college.edu,+917785436381,Electrical,4,3,Yes,2,3
SID_2024094,71,31.87,Overdue,1,29.22,1,Dropout,Jagvi Pandit,jagvi94@college.edu,+917785436381,Electrical,4,3,Yes,2,4
SID_2024095,100,82.46,Paid,8,55.42,1,Enrolled,Upma Muni,upma38@college.edu,9386952688,Civil,4,3,No,3,1
SID_2024095,98,74.87,Paid,8,55.42,1,Enrolled,Upma Muni,upma38@college.edu,9386952688,Civil,4,3,No,3,2
SID_2024095,96,76.8,Paid,8,55.42,1,Enrolled,Upma Muni,upma38@college.edu,9386952688,Civil,4,3,No,3,3
SID_2024095,94,74.61,Paid,8,55.42,1,Enrolled,Upma Muni,upma38@college.edu,9386952688,Civil,4,3,No,3,4
SID_2024096,100,86.3,Paid,6,76.13,0,Graduate,Reyansh Gokhale,reyansh77@college.edu,+918852339207,Computer Science,1,2,No,4,1
SID_2024096,94,81.18,Paid,6,76.13,0,Graduate,Reyansh Gokhale,reyansh77@college.edu,+918852339207,Computer Science,1,2,No,4,2
SID_2024096,86,85.36,Paid,6,76.13,0,Graduate,Reyansh Gokhale,reyansh77@college.edu,+918852339207,Computer Science,1,2,No,4,3
SID_2024096,88,86.7,Paid,6,76.13,0,Graduate,Reyansh Gokhale,reyansh77@college.edu,+918852339207,Computer Science,1,2,No,4,4
SID_2024097,40,53.24,Overdue,0,40.37,1,Dropout,Hardik Nagy,hardik74@college.edu,09207378346,Electrical,1,3,Yes,1,1
SID_2024097,52,46.75,Overdue,0,40.37,1,Dropout,Hardik Nagy,hardik74@college.edu,09207378346,Electrical,1,3,Yes,1,2
SID_2024097,51,55.28,Overdue,0,40.37,1,Dropout,Hardik Nagy,hardik74@college.edu,09207378346,Electrical,1,3,Yes,1,3
